timestamp,packets_per_sec,bandwidth_mbps,packet_loss_percent,latency_ms
2025-04-28 00:00:00,506.6288126866741,38.808843833375136,0.2228483441137305,40.058861183355106
2025-04-28 00:01:00,512.3896398462572,39.50565595203323,0.18236030836034658,41.12061155863949
2025-04-28 00:02:00,503.11970599896176,47.18397453451546,0.3544127165468064,38.21196682418888
2025-04-28 00:03:00,488.99513595988435,52.615851050980055,0.16848358007329994,37.45222757532739
2025-04-28 00:04:00,506.6133641868225,36.69897259034873,0.11204040734917338,40.56344027678473
2025-04-28 00:05:00,496.7546979249119,48.04687259551313,0.291923441359789,39.79838806722655
2025-04-28 00:06:00,498.63232455824044,48.02324586389385,0.21940714725698365,41.77587352952607
2025-04-28 00:07:00,510.43048849366556,57.70505772227102,0.32842504419080465,40.44995115206224
2025-04-28 00:08:00,517.5958593564955,48.94705249786771,0.3464698790041234,41.10649660913214
2025-04-28 00:09:00,506.0694401768123,52.895795282550914,0.18694849948513487,37.53594633543775
2025-04-28 00:10:00,509.5859589437264,51.79570798804738,0.24496534801690745,44.64571198625503
2025-04-28 00:11:00,524.1575858534941,40.545032006752095,0.061344284187501305,40.62621582421234
2025-04-28 00:12:00,510.1773749886466,55.147199875071365,0.28757144338508267,42.43544420708422
2025-04-28 00:13:00,534.4173779563409,52.49129006880486,0.12427838636578684,39.45334008114173
2025-04-28 00:14:00,514.682343127685,54.06362596707784,0.16105793659036988,41.826453059194996
2025-04-28 00:15:00,492.042016482824,71.26126513980361,0.10732841633441186,38.68928433857732
2025-04-28 00:16:00,517.8008585953255,41.31711151656009,0.0,42.283255143007906
2025-04-28 00:17:00,514.6919310025593,60.46855201572574,0.2660375731047142,40.750896221373125
2025-04-28 00:18:00,524.3855938085298,50.515003872815434,0.0,41.60450410558637
2025-04-28 00:19:00,518.8221235953811,53.495826074549164,0.09764976570898193,43.02487824669056
2025-04-28 00:20:00,511.30223172488866,51.93831504607271,0.3674006250880747,39.24615977493947
2025-04-28 00:21:00,501.034244063372,50.1511312497057,0.20790095856297686,40.42404516199271
2025-04-28 00:22:00,511.77110068873276,49.52931416118677,0.39821067471337745,42.78891847799556
2025-04-28 00:23:00,505.9336291388943,54.131904957255685,0.2312735059475045,46.15138244299434
2025-04-28 00:24:00,509.2042179453476,45.004079247895234,0.10739102494118323,41.75884808123332
2025-04-28 00:25:00,521.4587016318176,56.448121414378825,0.20827746747063716,43.296737496635586
2025-04-28 00:26:00,532.8280056054156,50.71921024708608,0.13771325087444128,41.97932984922582
